DATE,SDAY,RACENUM,TYPE,SURFACE,DISTLEN,DISTMEA,PURSE,NUMHORSES,FIN1,PRGNUM1,PPNUM1,FODDS1,PTFAV1,FIN2,PRGNUM2,PPNUM2,FODDS2,PTFAV2,FIN3,PRGNUM3,PPNUM3,FODDS3,PTFAV3,FIN4,PRGNUM4,PPNUM4,FODDS4,PTFAV4
20190822,31,1,STAKES,TURF,17,FURLONGS,150000,8,1,2,2,0.55,TRUE,2,5,4,5.8,FALSE,3,6,5,15.0,FALSE,4,8,7,6.8,FALSE
20190822,31,2,CLAIMING,DIRT,9,FURLONGS,35000,7,1,2,2,0.95,TRUE,2,4,4,6.3,FALSE,3,5,5,3.9,FALSE,4,1,1,13.3,FALSE
20190822,31,3,ALLOWANCE,TURF,9.5,FURLONGS,92000,6,1,6,5,2.55,FALSE,2,1A,4,10.7,FALSE,3,4,3,2.55,FALSE,4,3,2,6.5,FALSE
20190822,31,4,ALLOWANCE,DIRT,9,FURLONGS,60000,6,1,3,3,4.2,FALSE,2,5,5,4.8,FALSE,3,4,4,1.4,TRUE,4,1,1,2.9,FALSE
20190822,31,5,MAIDEN,DIRT,7,FURLONGS,75000,7,1,4,3,9.1,FALSE,2,8,5,2.35,FALSE,3,9,6,1.25,TRUE,4,3,2,5.3,FALSE
20190822,31,6,MAIDEN,DIRT,9,FURLONGS,90000,9,1,1A,3,1.1,TRUE,2,3,4,12.5,FALSE,3,1,2,1.1,TRUE,4,6,6,4.0,FALSE
20190822,31,7,MAIDEN,DIRT,7,FURLONGS,78000,10,1,13,9,3.5,TRUE,2,7,4,3.6,FALSE,3,9,6,6.9,FALSE,4,14,10,7.2,FALSE
20190822,31,8,ALLOWANCE,DIRT,9,FURLONGS,83000,6,1,1,1,5.1,FALSE,2,4,4,3.6,FALSE,3,6,6,14.3,FALSE,4,5,5,2.95,,,FALSE
20190822,31,9,STAKES,TURF,8,FURLONGS,100000,6,1,6,2,0.9,TRUE,2,7,3,20.4,FALSE,3,9,5,13.7,FALSE,4,8,4,3.45,FALSE
20190822,31,10,MAIDEN,DIRT,9,FURLONGS,56000,7,1,14,7,3.05,FALSE,2,1,1,2.9,TRUE,3,13,6,8.5,FALSE,4,11,5,7.9,FALSE
20190823,32,1,MAIDEN,TURF,5.5,FURLONGS,78000,10,1,5,5,10.8,FALSE,2,9,8,3.5,FALSE,3,4,3,11.4,FALSE,4,7,6,4.0,FALSE
20190823,32,2,MAIDEN,TURF,8.5,FURLONGS,78000,8,1,2,1,13.1,FALSE,2,4,3,2.9,FALSE,3,3,2,6.0,FALSE,4,5,4,3.45,FALSE
20190823,32,3,STAKES,DIRT,9,FURLONGS,200000,6,1,2,2,1.15,TRUE,2,6,6,3.65,FALSE,3,3,3,22.3,FALSE,4,4,4,9.1,FALSE
20190823,32,4,CLAIMING,DIRT,5.5,FURLONGS,78000,9,1,9,8,2.0,TRUE,2,6,6,17.8,FALSE,3,8,7,3.2,FALSE,4,10,9,18.1,FALSE
20190823,32,5,STAKES,TURF,8.5,FURLONGS,150000,6,1,4,3,31.0,FALSE,2,6,4,1.6,TRUE,3,9,6,8.5,FALSE,4,3,2,2.5,FALSE
20190823,32,6,ALLOWANCE,TURF,5.5,FURLONGS,80000,9,1,12,9,2.0,TRUE,2,5,3,10.9,FALSE,3,10,7,4.7,FALSE,4,7,5,24.0,FALSE
20190823,32,7,STAKES,DIRT,6.5,FURLONGS,200000,6,1,5,5,1.1,TRUE,2,3,3,11.8,FALSE,3,6,6,2.65,FALSE,4,1,1,5.8,FALSE
20190823,32,8,STAKES,DIRT,6.5,FURLONGS,200000,9,1,3,3,2.25,TRUE,2,7,7,3.45,FALSE,3,9,9,5.0,FALSE,4,6,6,10.3,FALSE
20190823,32,9,STAKES,TURF,8.5,FURLONGS,150000,7,1,3,3,2.2,TRUE,2,8,7,2.5,FALSE,3,1,1,2.45,FALSE,4,6,6,12.7,FALSE
20190823,32,10,STAKES,DIRT,9,FURLONGS,250000,9,1,6,5,7.5,FALSE,2,2,2,2.9,FALSE,3,9,8,13.1,FALSE,4,7,6,2.5,TRUE
20190823,32,11,MAIDEN,TURF,9.5,FURLONGS,48000,10,1,11,9,6.8,FALSE,2,2,2,1.1,TRUE,3,8,6,49.5,FALSE,4,9,7,3.05,FALSE
20190824,33,1,ALLOWANCE,TURF,8,FURLONGS,95000,8,1,1,5,0.65,TRUE,2,5,2,4.8,FALSE,3,6,3,40.5,FALSE,4,1A,6,0.65,TRUE
20190824,33,2,MAIDEN,DIRT,6,FURLONGS,90000,7,1,1,1,3.65,FALSE,2,3,3,3.0,FALSE,3,6,5,4.7,FALSE,4,7,6,11.8,FALSE
20190824,33,3,MAIDEN,TURF,8.5,FURLONGS,90000,11,1,9,8,5.4,FALSE,2,7,6,4.3,FALSE,3,6,5,9.5,FALSE,4,11,25.0,FALSE
20190824,33,4,ALLOWANCE,DIRT,6.5,FURLONGS,92000,12,1,11,11,2.5,TRUE,2,7,7,2.9,FALSE,3,8,8,7.0,FALSE,4,6,6,15.8,FALSE
20190824,33,5,G1,DIRT,7,FURLONGS,600000,6,1,3,3,0.9,TRUE,2,6,6,6.9,FALSE,3,4,4,32.75,FALSE,4,2,2,22.2,FALSE
20190824,33,6,G1,DIRT,7,FURLONGS,500000,5,1,2,2,0.75,TRUE,2,7,5,10.4,FALSE,3,1,1,12.2,FALSE,4,4,3,2.45,FALSE
20190824,33,7,G1,DIRT,7,FURLONGS,500000,9,1,6,6,10.4,FALSE,2,9,9,10.5,FALSE,3,1,1,0.3,TRUE,4,8,8,14.3,FALSE
20190824,33,8,G2,TURF,8.5,FURLONGS,400000,9,1,4,4,7.3,FALSE,2,5,5,10.1,FALSE,3,8,8,6.8,FALSE,4,2,2,3.65,FALSE
20190824,33,9,G1,DIRT,9,FURLONGS,700000,6,1,1,1,1.7,FALSE,2,4,4,0.95,TRUE,3,3,3,19.1,FALSE,4,5,5,6.0,FALSE
20190824,33,10,G1,TURF,12,FURLONGS,850000,9,1,7,7,2.55,FALSE,2,9,9,4.6,FALSE,3,4,4,5.2,FALSE,4,8,8,4.6,FALSE
20190824,33,11,G1,DIRT,10,FURLONGS,1250000,12,1,2,2,4.4,FALSE,2,6,6,2.4,TRUE,3,7,7,3.45,FALSE,4,11,11,23.0,FALSE
20190824,33,12,ALLOWANCE,TURF,5.5,FURLONGS,83000,11,1,13,11,2.35,FALSE,2,1,1,16.9,FALSE,3,10,9,18.4,FALSE,4,11,10,6.1,FALSE
20190824,33,13,MAIDEN,TURF,8.5,FURLONGS,90000,12,1,5,5,1.5,TRUE,2,8,8,37.25,FALSE,3,12,12,40.75,FALSE,4,11,11,11.0,FALSE
20190825,34,1,MAIDEN,DIRT,6,FURLONGS,90000,6,1,2,1,1.6,TRUE,2,5,3,4.1,FALSE,3,6,4,15.9,FALSE,4,7,5,2.15,FALSE
20190825,34,2,MAIDEN,TURF,5.5,FURLONGS,90000,8,1,1,1,7.1,FALSE,2,2,2,10.7,FALSE,3,8,8,5.1,FALSE,4,5,5,4.2,FALSE
20190825,34,3,ALLOWANCE,TURF,11,FURLONGS,92000,4,1,6,4,5.1,FALSE,2,1,1,2.0,FALSE,3,4,2,0.55,TRUE,4,5,3,14.6,FALSE
20190825,34,4,CLAIMING,DIRT,7,FURLONGS,45000,7,1,1,1,1.85,TRUE,2,7,6,3.55,FALSE,3,8,7,3.85,FALSE,4,4,4,26.75,FALSE
20190825,34,5,ALLOWANCE,TURF,5.5,FURLONGS,95000,7,1,6,5,1.3,TRUE,2,4,4,16.0,FALSE,3,2,2,6.4,FALSE,4,8,6,2.8,FALSE
20190825,34,6,CLAIMING,DIRT,6,FURLONGS,34000,8,1,10,8,3.5,FALSE,2,9,7,9.1,FALSE,3,8,6,1.7,TRUE,4,7,5,8.0,FALSE
20190825,34,7,MAIDEN,TURF,5.5,FURLONGS,60000,10,1,3,3,5.3,FALSE,2,1,1,3.3,FALSE,3,2,2,45.0,FALSE,4,11,9,3.8,FALSE
20190825,34,8,STAKES,TURF,8,FURLONGS,100000,6,1,1,1,1.45,TRUE,2,3,3,4.1,FALSE,3,7,6,2.05,FALSE,4,4,4,6.0,FALSE
20190825,34,9,ALLOWANCE,DIRT,9,FURLONGS,92000,6,1,4,4,2.7,FALSE,2,1,1,7.6,FALSE,3,7,6,3.6,FALSE,4,3,3,12.3,FALSE
20190825,34,10,MAIDEN,TURF,8,FURLONGS,48000,10,1,4,4,1.4,TRUE,2,6,5,4.1,FALSE,3,1,1,6.5,FALSE,4,2,2,3.25,FALSE
20190828,35,1,ALLOWANCE,TURF,19,FURLONGS,65000,7,1,3,3,0.75,TRUE,2,4,4,12.6,FALSE,3,2,2,4.6,FALSE,4,1,1,20.6,FALSE
20190828,35,2,CLAIMING,DIRT,6,FURLONGS,52000,5,1,1,1,0.95,TRUE,2,5,4,2.5,FALSE,3,4,3,2.55,FALSE,4,6,5,12.8,FALSE
20190828,35,3,ALLOWANCE,TURF,8.5,FURLONGS,40000,7,1,9,7,4.0,FALSE,2,6,5,1.55,TRUE,3,8,6,6.4,FALSE,4,3,2,16.3,FALSE
20190828,35,4,MAIDEN,DIRT,6,FURLONGS,90000,8,1,4,4,0.6,TRUE,2,8,8,3.5,FALSE,3,3,3,5.1,FALSE,4,1,1,34.5,FALSE
20190828,35,5,CLAIMING,TURF,8,FURLONGS,65000,9,1,10,7,3.6,FALSE,2,1,1,12.0,FALSE,3,5,3,35.25,FALSE,4,9,6,16.6,FALSE
20190828,35,6,MAIDEN,DIRT,6,FURLONGS,78000,10,1,3,3,4.2,FALSE,2,1,1,64.25,FALSE,3,10,10,36.5,FALSE,4,8,8,1.95,TRUE
20190828,35,7,MAIDEN,TURF,5.5,FURLONGS,90000,10,1,5,4,7.7,FALSE,2,6,5,4.9,FALSE,3,9,9,26.0,FALSE,4,10,10,5.7,FALSE
20190828,35,8,ALLOWANCE,DIRT,6,FURLONGS,60000,6,1,2,2,1.4,TRUE,2,4,3,8.4,FALSE,3,1,1,2.85,FALSE,4,7,6,6.8,FALSE
20190828,35,9,STAKES,TURF,8.5,FURLONGS,150000,6,1,4,4,5.3,FALSE,2,8,6,4.1,FALSE,3,7,5,8.6,FALSE,4,2,2,1.2,TRUE
20190828,35,10,MAIDEN,TURF,5.5,FURLONGS,48000,10,1,6,4,1.65,TRUE,2,5,3,2.15,FALSE,3,1,1,7.8,FALSE,4,14,10,55.25,FALSE
20190829,36,1,MAIDEN,DIRT,6,FURLONGS,78000,10,1,5,5,4.4,FALSE,2,2,2,3.2,FALSE,3,4,4,2.2,TRUE,4,1,1,14.5,FALSE
20190829,36,2,ALLOWANCE,TURF,9,FURLONGS,83000,7,1,6,4,1.2,TRUE,2,1,1,3.0,FALSE,3,3,2,7.5,FALSE,4,9,7,2.95,FALSE
20190829,36,3,CLAIMING,DIRT,8.5,FURLONGS,42000,7,1,3,3,36.5,FALSE,2,2,2,4.8,FALSE,3,1,1,0.6,TRUE,4,5,5,32.0,FALSE
20190829,36,4,ALLOWANCE,TURF,5.5,FURLONGS,60000,7,1,5,4,2.9,FALSE,2,6,5,5.3,FALSE,3,8,7,8.3,FALSE,4,3,2,1.9,TRUE
20190829,36,5,CLAIMING,DIRT,7,FURLONGS,35000,9,1,1,1,0.5,TRUE,2,5,5,11.7,FALSE,3,10,9,16.6,FALSE,4,6,6,52.75,FALSE
20190829,36,6,MAIDEN,TURF,5.5,FURLONGS,78000,10,1,7,7,0.8,TRUE,2,8,8,3.6,FALSE,3,1,1,25.5,FALSE,4,9,9,4.2,FALSE
20190829,36,7,MAIDEN,DIRT,6,FURLONGS,78000,10,1,11,9,1.05,TRUE,2,4,3,3.05,FALSE,3,8,6,3.95,FALSE,4,10,8,9.3,FALSE
20190829,36,8,CLAIMING,DIRT,6,FURLONGS,70000,7,1,3,3,3.9,FALSE,2,5,5,2.85,FALSE,3,7,6,27.25,FALSE,4,1,1,5.9,FALSE
20190829,36,9,STAKES,TURF,8.5,FURLONGS,100000,7,1,6,5,1.65,TRUE,2,8,7,2.6,FALSE,3,7,6,5.2,FALSE,4,3,2,5.1,FALSE
20190829,36,10,MAIDEN,TURF,8,FURLONGS,48000,9,1,13,9,1.25,TRUE,2,7,5,4.7,FALSE,3,5,3,3.5,FALSE,4,2,2,58.75,FALSE

